FEATURE,READS,PERCENTAGE
Total_reads,12230478,100.0
Mapped_reads_type1,11480368,93.867
Mapped_reads_type2,11444777,93.576
Common_mapped_reads,11489134,93.939
Unambiguous_type1,11489134,100.0
Unambiguous_type2,11489134,100.0
Common_unambiguous,11489134,100.0
Inconsistent_type1,44357,0.386
Inconsistent_type2,8766,0.076
Identical,10738080,93.463
Consistent_global_inconsistent_local,934,0.008
Inconsistent_global,655526,5.706
Multi_mapped,41471,0.361
