FEATURE,READS,PERCENTAGE
Total_reads,16691417,100.0
Mapped_reads_type1,16020752,95.982
Mapped_reads_type2,16005283,95.889
Common_mapped_reads,16031212,96.045
Unambiguous_type1,16031212,100.0
Unambiguous_type2,16031212,100.0
Common_unambiguous,16031212,100.0
Inconsistent_type1,25929,0.162
Inconsistent_type2,10460,0.065
Identical,15365183,95.845
Consistent_global_inconsistent_local,880,0.005
Inconsistent_global,570984,3.562
Multi_mapped,57776,0.36
