FEATURE,READS,PERCENTAGE
Total_reads,16777480,100.0
Mapped_reads_type1,16106169,95.999
Mapped_reads_type2,16106169,95.999
Common_mapped_reads,16106169,95.999
Unambiguous_type1,16106169,100.0
Unambiguous_type2,16106169,100.0
Common_unambiguous,16106169,100.0
Inconsistent_type1,0,0.0
Inconsistent_type2,0,0.0
Identical,16106169,100.0
Consistent_global_inconsistent_local,0,0.0
Inconsistent_global,0,0.0
Multi_mapped,0,0.0
