FEATURE,READS,PERCENTAGE
Total_reads,17763608,100.0
Mapped_reads,17127346,96.418
Unambigous_type1,16466594,96.142
Unambigous_type2,16466329,96.141
Common_unambiguous,16445655,96.02
Inconsistent_type1,8564,0.052
Inconsistent_type2,8287,0.05
Identical,16195059,98.476
Consistent_global_inconsistent_local,311,0.002
Inconsistent_global,219438,1.334
Multi_mapped,13996,0.085
