FEATURE,READS,PERCENTAGE
Total_reads,12118654,100.0
Mapped_reads,11390045,93.988
Unambigous_type1,10931368,95.973
Unambigous_type2,10931347,95.973
Common_unambiguous,10928270,95.946
Inconsistent_type1,1179,0.011
Inconsistent_type2,1145,0.01
Identical,10902713,99.766
Consistent_global_inconsistent_local,5613,0.051
Inconsistent_global,15902,0.146
Multi_mapped,1718,0.016
