FEATURE,READS,PERCENTAGE
Total_reads,10640477,100.0
Mapped_reads,10195155,95.815
Unambigous_type1,9906642,97.17
Unambigous_type2,9904719,97.151
Common_unambiguous,9903669,97.141
Inconsistent_type1,642,0.006
Inconsistent_type2,641,0.006
Identical,9888550,99.847
Consistent_global_inconsistent_local,4827,0.049
Inconsistent_global,8301,0.084
Multi_mapped,708,0.007
