FEATURE,READS,PERCENTAGE
Total_reads,22527216,100.0
Mapped_reads,21714253,96.391
Unambigous_type1,20876335,96.141
Unambigous_type2,20876040,96.14
Common_unambiguous,20871848,96.12
Inconsistent_type1,2344,0.011
Inconsistent_type2,2309,0.011
Identical,20819243,99.748
Consistent_global_inconsistent_local,15089,0.072
Inconsistent_global,30129,0.144
Multi_mapped,2734,0.013
