FEATURE,READS,PERCENTAGE
Total_reads,13638897,100.0
Mapped_reads_type1,12187597,89.359
Mapped_reads_type2,12187267,89.357
Common_mapped_reads,12189752,89.375
Unambiguous_type1,12189752,100.0
Unambiguous_type2,12189752,100.0
Common_unambiguous,12189752,100.0
Inconsistent_type1,2485,0.02
Inconsistent_type2,2155,0.018
Identical,12120826,99.435
Consistent_global_inconsistent_local,813,0.007
Inconsistent_global,24304,0.199
Multi_mapped,39169,0.321
