FEATURE,READS,PERCENTAGE
Total_reads,11901382,100.0
Mapped_reads_type1,10428112,87.621
Mapped_reads_type2,10427811,87.618
Common_mapped_reads,10430638,87.642
Unambiguous_type1,10430638,100.0
Unambiguous_type2,10430638,100.0
Common_unambiguous,10430638,100.0
Inconsistent_type1,2827,0.027
Inconsistent_type2,2526,0.024
Identical,10358331,99.307
Consistent_global_inconsistent_local,2471,0.024
Inconsistent_global,30494,0.292
Multi_mapped,33989,0.326
