FEATURE,READS,PERCENTAGE
Total_reads,11296358,100.0
Mapped_reads_type1,9808932,86.833
Mapped_reads_type2,9808693,86.831
Common_mapped_reads,9811324,86.854
Unambiguous_type1,9811324,100.0
Unambiguous_type2,9811324,100.0
Common_unambiguous,9811324,100.0
Inconsistent_type1,2631,0.027
Inconsistent_type2,2392,0.024
Identical,9757919,99.456
Consistent_global_inconsistent_local,562,0.006
Inconsistent_global,17626,0.18
Multi_mapped,30194,0.308
