FEATURE,READS,PERCENTAGE
Total_reads,13239352,100.0
Mapped_reads_type1,11788057,89.038
Mapped_reads_type2,11787722,89.035
Common_mapped_reads,11790207,89.054
Unambiguous_type1,11790207,100.0
Unambiguous_type2,11790207,100.0
Common_unambiguous,11790207,100.0
Inconsistent_type1,2485,0.021
Inconsistent_type2,2150,0.018
Identical,11679148,99.058
Consistent_global_inconsistent_local,213,0.002
Inconsistent_global,63340,0.537
Multi_mapped,42871,0.364
