FEATURE,READS,PERCENTAGE
Total_reads,9760058,100.0
Mapped_reads_type1,9276933,95.05
Mapped_reads_type2,9276927,95.05
Common_mapped_reads,9277682,95.058
Unambiguous_type1,9277682,100.0
Unambiguous_type2,9277682,100.0
Common_unambiguous,9277682,100.0
Inconsistent_type1,755,0.008
Inconsistent_type2,749,0.008
Identical,9235900,99.55
Consistent_global_inconsistent_local,1616,0.017
Inconsistent_global,16940,0.183
Multi_mapped,21722,0.234
