FEATURE,READS,PERCENTAGE
Total_reads,10884408,100.0
Mapped_reads,10852586,99.708
Unambigous_type1,10852586,100.0
Unambigous_type2,10852586,100.0
Common_unambiguous,10852586,100.0
Inconsistent_type1,0,0.0
Inconsistent_type2,0,0.0
Identical,10852279,99.997
Consistent_global_inconsistent_local,0,0.0
Inconsistent_global,130,0.001
Multi_mapped,177,0.002
