FEATURE,READS,PERCENTAGE
Total_reads,8342397,100.0
Mapped_reads,8262878,99.047
Unambigous_type1,8262878,100.0
Unambigous_type2,8262878,100.0
Common_unambiguous,8262878,100.0
Inconsistent_type1,0,0.0
Inconsistent_type2,0,0.0
Identical,8262519,99.996
Consistent_global_inconsistent_local,0,0.0
Inconsistent_global,0,0.0
Multi_mapped,359,0.004
