FEATURE,READS,PERCENTAGE
Total_reads,9981956,100.0
Mapped_reads,9946892,99.649
Unambigous_type1,9946892,100.0
Unambigous_type2,9946892,100.0
Common_unambiguous,9946892,100.0
Inconsistent_type1,0,0.0
Inconsistent_type2,0,0.0
Identical,9945614,99.987
Consistent_global_inconsistent_local,0,0.0
Inconsistent_global,622,0.006
Multi_mapped,656,0.007
