FEATURE,READS,PERCENTAGE
FASTQ_reads,10640477,100.0
BAM_reads_type1,8353913,78.511
BAM_reads_type2,8353909,78.511
Common_reads,8353821,78.51
Mapped_reads_type1,8274295,77.762
Mapped_reads_type2,8274294,77.762
Common_unambiguous,8274212,77.762
Identical,8273770,99.995
Consistent_global_inconsistent_local,0,0.0
Inconsistent_global,2,0.0
Hidden_multi_mapped,440,0.005
