FEATURE,READS,PERCENTAGE
Total_reads,15423452,100.0
Mapped_reads,15336485,99.436
Unambigous_type1,15336485,100.0
Unambigous_type2,15336485,100.0
Common_unambiguous,15336485,100.0
Inconsistent_type1,2,0.0
Inconsistent_type2,17,0.0
Identical,15325524,99.929
Consistent_global_inconsistent_local,9,0.0
Inconsistent_global,4786,0.031
Multi_mapped,6147,0.04
