FEATURE,READS,PERCENTAGE
FASTQ_reads,12118654,100.0
BAM_reads_type1,11331876,93.508
BAM_reads_type2,11331536,93.505
Common_reads,11296358,93.215
Mapped_reads_type1,9844330,81.233
Mapped_reads_type2,9843731,81.228
Common_unambiguous,9806301,80.919
Identical,9757919,99.507
Consistent_global_inconsistent_local,562,0.006
Inconsistent_global,17626,0.18
Hidden_multi_mapped,30194,0.308
