FEATURE,READS,PERCENTAGE
FASTQ_reads,13024918,100.0
BAM_reads_type1,13024918,100.0
BAM_reads_type2,13024918,100.0
Common_reads,13024918,100.0
Mapped_reads_type1,11547632,88.658
Mapped_reads_type2,11547393,88.656
Common_unambiguous,10650804,81.773
Identical,10579573,99.331
Consistent_global_inconsistent_local,2508,0.024
Inconsistent_global,32867,0.309
Hidden_multi_mapped,35856,0.337
