FEATURE,READS,PERCENTAGE
Total_reads,12118654,100.0
Mapped_reads,11042786,91.122
Unambigous_type1,11042786,100.0
Unambigous_type2,11042786,100.0
Common_unambiguous,11042786,100.0
Inconsistent_type1,0,0.0
Inconsistent_type2,0,0.0
Identical,11042786,100.0
Consistent_global_inconsistent_local,0,0.0
Inconsistent_global,0,0.0
Multi_mapped,0,0.0
