FEATURE,READS,PERCENTAGE
Total_FASTQ_reads,13024918,100.0
Total_BAM_reads,13024918,100.0
Mapped_reads,12074647,92.704
Mapped_reads_type1,11899433,91.359
Mapped_reads_type2,11828281,90.813
Unambiguous_type1,12074647,100.0
Unambiguous_type2,12074647,100.0
Common_unambiguous,12074647,100.0
Inconsistent_type1,246366,2.04
Inconsistent_type2,175214,1.451
Identical,11108508,91.999
Consistent_global_inconsistent_local,1208,0.01
Inconsistent_global,484149,4.01
Multi_mapped,59202,0.49
