FEATURE,READS,PERCENTAGE
FASTQ_reads,12118654,100.0
BAM_reads_type1,12118654,100.0
BAM_reads_type2,12118654,100.0
Common_reads,12118654,100.0
Mapped_reads_type1,11042786,91.122
Mapped_reads_type2,10985617,90.65
Common_unambiguous,10811038,89.21
Identical,10297812,95.253
Consistent_global_inconsistent_local,1191,0.011
Inconsistent_global,456103,4.219
Hidden_multi_mapped,55932,0.517
