FEATURE,READS,PERCENTAGE
FASTQ_reads,17763608,100.0
BAM_reads_type1,17763608,100.0
BAM_reads_type2,17763608,100.0
Common_reads,17763608,100.0
Mapped_reads_type1,16312159,91.829
Mapped_reads_type2,16230658,91.37
Common_unambiguous,16061708,90.419
Identical,15484851,96.408
Consistent_global_inconsistent_local,2059,0.013
Inconsistent_global,498899,3.106
Hidden_multi_mapped,75899,0.473
