FEATURE,READS,PERCENTAGE
FASTQ_reads,13024918,100.0
BAM_reads_type1,10333728,79.338
BAM_reads_type2,10336783,79.362
Common_reads,10264826,78.809
Mapped_reads_type1,10183485,78.185
Mapped_reads_type2,10179118,78.151
Common_unambiguous,10104460,77.578
Identical,10094846,99.905
Consistent_global_inconsistent_local,1,0.0
Inconsistent_global,6913,0.068
Hidden_multi_mapped,2700,0.027
