FEATURE,READS,PERCENTAGE
Total_reads,13024918,100.0
Mapped_reads,12903942,99.071
Unambigous_type1,10425391,80.792
Unambigous_type2,8749969,67.808
Common_unambiguous,8659746,67.109
Inconsistent_type1,17545,0.203
Inconsistent_type2,11188,0.129
Identical,8289439,95.724
Consistent_global_inconsistent_local,35325,0.408
Inconsistent_global,274233,3.167
Multi_mapped,32016,0.37
