FEATURE,READS,PERCENTAGE
Total_reads,14587316,100.0
Mapped_reads,14409166,98.779
Unambigous_type1,11815780,82.002
Unambigous_type2,10063816,69.843
Common_unambiguous,9966062,69.165
Inconsistent_type1,30862,0.31
Inconsistent_type2,17691,0.178
Identical,9520249,95.527
Consistent_global_inconsistent_local,53450,0.536
Inconsistent_global,309950,3.11
Multi_mapped,33860,0.34
