FEATURE,READS,PERCENTAGE
Total_reads,12118654,100.0
Mapped_reads,11950861,98.615
Unambigous_type1,9621911,80.512
Unambigous_type2,9621911,80.512
Common_unambiguous,9621911,80.512
Inconsistent_type1,0,0.0
Inconsistent_type2,0,0.0
Identical,9621911,100.0
Consistent_global_inconsistent_local,0,0.0
Inconsistent_global,0,0.0
Multi_mapped,0,0.0
