FEATURE,READS,PERCENTAGE
Total_reads,27094458,100.0
Mapped_reads,27088578,99.978
Unambiguous_SIMULATED_ngm_RL_g,27088578,100.0
Unambiguous_SIMULATED_ngm_RL_rv,27088578,100.0
Common_unambiguous,27088578,100.0
Inconsistent_type1,0,0.0
Inconsistent_type2,0,0.0
Identical,27088578,100.0
Consistent_global_inconsistent_local,0,0.0
Inconsistent_global,0,0.0
Multi_mapped,0,0.0
