FEATURE,READS,PERCENTAGE
Total_reads,21448698,100.0
Mapped_reads,21448696,100.0
Unambiguous_SIMULATED_bowtie2_RL_g,21448696,100.0
Unambiguous_SIMULATED_bowtie2_RL_rv,21448696,100.0
Common_unambiguous,21448696,100.0
Inconsistent_type1,80,0.0
Inconsistent_type2,33,0.0
Identical,21316883,99.385
Consistent_global_inconsistent_local,77858,0.363
Inconsistent_global,34733,0.162
Multi_mapped,19109,0.089
