FEATURE,READS,PERCENTAGE
Total_reads,26440286,100.0
Mapped_reads,26434611,99.979
Unambiguous_SIMULATED_hisat2_RL_g,26434611,100.0
Unambiguous_SIMULATED_hisat2_RL_rv,26434611,100.0
Common_unambiguous,26434611,100.0
Inconsistent_type1,39,0.0
Inconsistent_type2,44,0.0
Identical,26336238,99.628
Consistent_global_inconsistent_local,505,0.002
Inconsistent_global,27153,0.103
Multi_mapped,70632,0.267
