FEATURE,READS,PERCENTAGE
Total_reads,30000000,100.0
Mapped_reads,27480814,91.603
Unambiguous_SIMULATED_smalt_RL_g,27480814,100.0
Unambiguous_SIMULATED_smalt_RL_rv,27480814,100.0
Common_unambiguous,27480814,100.0
Inconsistent_type1,215625,0.785
Inconsistent_type2,203639,0.741
Identical,26583866,96.736
Consistent_global_inconsistent_local,199,0.001
Inconsistent_global,436613,1.589
Multi_mapped,40872,0.149
