FEATURE,READS,PERCENTAGE
Total_reads,27318932,100.0
Mapped_reads,27318932,100.0
Unambiguous_SIMULATED_snap_RL_g,27318932,100.0
Unambiguous_SIMULATED_snap_RL_rv,27318932,100.0
Common_unambiguous,27318932,100.0
Inconsistent_type1,0,0.0
Inconsistent_type2,0,0.0
Identical,27290229,99.895
Consistent_global_inconsistent_local,5321,0.019
Inconsistent_global,14811,0.054
Multi_mapped,8571,0.031
