FEATURE,READS,PERCENTAGE
Total_reads,27759031,100.0
Mapped_reads,27353499,98.539
Unambiguous_SIMULATED_subread_RL_g,27353499,100.0
Unambiguous_SIMULATED_subread_RL_rv,27353499,100.0
Common_unambiguous,27353499,100.0
Inconsistent_type1,1468,0.005
Inconsistent_type2,1446,0.005
Identical,27088668,99.032
Consistent_global_inconsistent_local,131,0.0
Inconsistent_global,249299,0.911
Multi_mapped,12487,0.046
