FEATURE,READS,PERCENTAGE
Total_reads,26374054,100.0
Mapped_reads,26374054,100.0
Unambiguous_SIMULATED_bwa_EH_g,26374054,100.0
Unambiguous_SIMULATED_bwa_EH_rv,26374054,100.0
Common_unambiguous,26374054,100.0
Inconsistent_type1,0,0.0
Inconsistent_type2,0,0.0
Identical,25922080,98.286
Consistent_global_inconsistent_local,1362,0.005
Inconsistent_global,7413,0.028
Multi_mapped,443199,1.68
