FEATURE,READS,PERCENTAGE
Total_reads,26440763,100.0
Mapped_reads,26434210,99.975
Unambiguous_SIMULATED_hisat2_EH_g,26434210,100.0
Unambiguous_SIMULATED_hisat2_EH_rv,26434210,100.0
Common_unambiguous,26434210,100.0
Inconsistent_type1,51,0.0
Inconsistent_type2,39,0.0
Identical,26338505,99.638
Consistent_global_inconsistent_local,334,0.001
Inconsistent_global,26144,0.099
Multi_mapped,69137,0.262
