FEATURE,READS,PERCENTAGE
Total_reads,30000000,100.0
Mapped_reads,27481210,91.604
Unambiguous_SIMULATED_smalt_EH_g,27481210,100.0
Unambiguous_SIMULATED_smalt_EH_rv,27481210,100.0
Common_unambiguous,27481210,100.0
Inconsistent_type1,215428,0.784
Inconsistent_type2,203241,0.74
Identical,26584036,96.735
Consistent_global_inconsistent_local,201,0.001
Inconsistent_global,437627,1.592
Multi_mapped,40677,0.148
