FEATURE,READS,PERCENTAGE
FASTQ_reads,12118654,100.0
BAM_reads_type1,10484776,86.518
BAM_reads_type2,10476297,86.448
Common_reads,10416844,85.957
Mapped_reads_type1,10448587,86.219
Mapped_reads_type2,10440077,86.149
Common_unambiguous,10380619,85.658
Identical,9881050,95.187
Consistent_global_inconsistent_local,7092,0.068
Inconsistent_global,83216,0.802
Hidden_multi_mapped,409261,3.943
