FEATURE,READS,PERCENTAGE
FASTQ_reads,14587316,100.0
BAM_reads_type1,12690578,86.997
BAM_reads_type2,12681630,86.936
Common_reads,12615160,86.48
Mapped_reads_type1,12652382,86.736
Mapped_reads_type2,12643135,86.672
Common_unambiguous,12576770,86.217
Identical,12001544,95.426
Consistent_global_inconsistent_local,8260,0.066
Inconsistent_global,87836,0.698
Hidden_multi_mapped,479130,3.81
