FEATURE,READS,PERCENTAGE
FASTQ_reads,13024918,100.0
BAM_reads_type1,11272600,86.546
BAM_reads_type2,11272643,86.547
Common_reads,11269756,86.525
Mapped_reads_type1,11243986,86.327
Mapped_reads_type2,11244032,86.327
Common_unambiguous,11241146,86.305
Identical,10788929,95.977
Consistent_global_inconsistent_local,54,0.0
Inconsistent_global,25841,0.23
Hidden_multi_mapped,426322,3.793
