FEATURE,READS,PERCENTAGE
Total_reads,8594894,100.0
Mapped_reads_type1,8452212,98.34
Mapped_reads_type2,8445789,98.265
Common_mapped_reads,8462999,98.465
Unambiguous_type1,8462999,100.0
Unambiguous_type2,8462999,100.0
Common_unambiguous,8462999,100.0
Inconsistent_type1,17210,0.203
Inconsistent_type2,10787,0.127
Identical,8146486,96.26
Consistent_global_inconsistent_local,12,0.0
Inconsistent_global,269586,3.185
Multi_mapped,18918,0.224
