FEATURE,READS,PERCENTAGE
Total_reads,8022477,100.0
Mapped_reads_type1,7852163,97.877
Mapped_reads_type2,7843117,97.764
Common_mapped_reads,7863954,98.024
Unambiguous_type1,7863954,100.0
Unambiguous_type2,7863954,100.0
Common_unambiguous,7863954,100.0
Inconsistent_type1,20837,0.265
Inconsistent_type2,11791,0.15
Identical,7520777,95.636
Consistent_global_inconsistent_local,32477,0.413
Inconsistent_global,250111,3.18
Multi_mapped,27961,0.356
