FEATURE,READS,PERCENTAGE
Total_reads,9528641,100.0
Mapped_reads_type1,9357976,98.209
Mapped_reads_type2,9349281,98.118
Common_mapped_reads,9370118,98.336
Unambiguous_type1,9370118,100.0
Unambiguous_type2,9370118,100.0
Common_unambiguous,9370118,100.0
Inconsistent_type1,20837,0.222
Inconsistent_type2,12142,0.13
Identical,9328126,99.552
Consistent_global_inconsistent_local,3,0.0
Inconsistent_global,6453,0.069
Multi_mapped,2557,0.027
