FEATURE,READS,PERCENTAGE
Total_reads,9380911,100.0
Mapped_reads,9335224,99.513
Unambigous_type1,9335224,100.0
Unambigous_type2,9335224,100.0
Common_unambiguous,9335224,100.0
Inconsistent_type1,216,0.002
Inconsistent_type2,181,0.002
Identical,8994090,96.346
Consistent_global_inconsistent_local,2808,0.03
Inconsistent_global,42114,0.451
Multi_mapped,295815,3.169
