FEATURE,READS,PERCENTAGE
Total_reads,12687661,100.0
Mapped_reads,12649465,99.699
Unambigous_type1,12649465,100.0
Unambigous_type2,12649465,100.0
Common_unambiguous,12649465,100.0
Inconsistent_type1,0,0.0
Inconsistent_type2,0,0.0
Identical,12155345,96.094
Consistent_global_inconsistent_local,46,0.0
Inconsistent_global,26847,0.212
Multi_mapped,467227,3.694
