FEATURE,READS,PERCENTAGE
Total_reads,11200113,100.0
Mapped_reads_type1,11171614,99.746
Mapped_reads_type2,11171608,99.745
Common_mapped_reads,11171713,99.746
Unambiguous_type1,11171713,100.0
Unambiguous_type2,11171713,100.0
Common_unambiguous,11171713,100.0
Inconsistent_type1,105,0.001
Inconsistent_type2,99,0.001
Identical,10642809,95.266
Consistent_global_inconsistent_local,7676,0.069
Inconsistent_global,87085,0.78
Multi_mapped,433939,3.884
