FEATURE,READS,PERCENTAGE
Total_reads,12615160,100.0
Mapped_reads,12577165,99.699
Unambigous_type1,12577165,100.0
Unambigous_type2,12577165,100.0
Common_unambiguous,12577165,100.0
Inconsistent_type1,302,0.002
Inconsistent_type2,93,0.001
Identical,12001544,95.423
Consistent_global_inconsistent_local,8260,0.066
Inconsistent_global,87836,0.698
Multi_mapped,479130,3.81
