FEATURE,READS,PERCENTAGE
Total_reads,12118654,100.0
Mapped_reads_type1,12016754,99.159
Mapped_reads_type2,12007052,99.079
Common_mapped_reads,12017966,99.169
Unambiguous_type1,11905578,99.065
Unambiguous_type2,11878135,98.836
Common_unambiguous,11842873,98.543
Inconsistent_type1,10835,0.091
Inconsistent_type2,1171,0.01
Identical,9793689,82.697
Consistent_global_inconsistent_local,368,0.003
Inconsistent_global,964255,8.142
Multi_mapped,1072555,9.057
