FEATURE,READS,PERCENTAGE
Total_reads,12836569,100.0
Mapped_reads,12751909,99.34
Unambigous_type1,12751909,100.0
Unambigous_type2,12751909,100.0
Common_unambiguous,12751909,100.0
Inconsistent_type1,10560,0.083
Inconsistent_type2,1750,0.014
Identical,10566452,82.862
Consistent_global_inconsistent_local,391,0.003
Inconsistent_global,1018121,7.984
Multi_mapped,1154635,9.055
