FEATURE,READS,PERCENTAGE
FASTQ_reads,10640477,100.0
BAM_reads_type1,10640477,100.0
BAM_reads_type2,10640477,100.0
Common_reads,10640477,100.0
Mapped_reads_type1,10557374,99.219
Mapped_reads_type2,10556647,99.212
Common_unambiguous,10403518,97.773
Identical,9337471,89.753
Consistent_global_inconsistent_local,6338,0.061
Inconsistent_global,272872,2.623
Hidden_multi_mapped,786837,7.563
