FEATURE,READS,PERCENTAGE
Total_reads,10488680,100.0
Mapped_reads,10406949,99.221
Unambigous_type1,10406949,100.0
Unambigous_type2,10406949,100.0
Common_unambiguous,10406949,100.0
Inconsistent_type1,2081,0.02
Inconsistent_type2,1350,0.013
Identical,9337471,89.723
Consistent_global_inconsistent_local,6338,0.061
Inconsistent_global,272872,2.622
Multi_mapped,786837,7.561
