FEATURE,READS,PERCENTAGE
Total_reads,17492992,100.0
Mapped_reads,17415155,99.555
Unambigous_type1,17415155,100.0
Unambigous_type2,17415155,100.0
Common_unambiguous,17415155,100.0
Inconsistent_type1,3907,0.022
Inconsistent_type2,12698,0.073
Identical,15159166,87.046
Consistent_global_inconsistent_local,595,0.003
Inconsistent_global,570524,3.276
Multi_mapped,1668265,9.579
