FEATURE,READS,PERCENTAGE
Total_reads,26332698,100.0
Mapped_reads,26332698,100.0
Unambiguous_SIMULATED_bwa_E0_g,26332698,100.0
Unambiguous_SIMULATED_bwa_E0_rv,26332698,100.0
Common_unambiguous,26332698,100.0
Inconsistent_type1,0,0.0
Inconsistent_type2,0,0.0
Identical,25885994,98.304
Consistent_global_inconsistent_local,9,0.0
Inconsistent_global,284,0.001
Multi_mapped,446411,1.695
