FEATURE,READS,PERCENTAGE
Total_reads,26402161,100.0
Mapped_reads,26402161,100.0
Unambiguous_SIMULATED_hisat2_E0_g,26402161,100.0
Unambiguous_SIMULATED_hisat2_E0_rv,26402161,100.0
Common_unambiguous,26402161,100.0
Inconsistent_type1,0,0.0
Inconsistent_type2,0,0.0
Identical,26318995,99.685
Consistent_global_inconsistent_local,0,0.0
Inconsistent_global,27492,0.104
Multi_mapped,55674,0.211
