FEATURE,READS,PERCENTAGE
Total_reads,30000000,100.0
Mapped_reads,27479023,91.597
Unambiguous_SIMULATED_smalt_E0_g,27479023,100.0
Unambiguous_SIMULATED_smalt_E0_rv,27479023,100.0
Common_unambiguous,27479023,100.0
Inconsistent_type1,216794,0.789
Inconsistent_type2,208592,0.759
Identical,26589693,96.764
Consistent_global_inconsistent_local,131,0.0
Inconsistent_global,425807,1.55
Multi_mapped,38006,0.138
