FEATURE,READS,PERCENTAGE
Total_reads,10060060,100.0
Mapped_reads,10024746,99.649
Unambigous_type1,10024746,100.0
Unambigous_type2,10024746,100.0
Common_unambiguous,10024746,100.0
Inconsistent_type1,0,0.0
Inconsistent_type2,0,0.0
Identical,10024746,100.0
Consistent_global_inconsistent_local,0,0.0
Inconsistent_global,0,0.0
Multi_mapped,0,0.0
