FEATURE,READS,PERCENTAGE
Total_FASTQ_reads,10640477,100.0
Total_BAM_reads,9999122,93.972
Mapped_reads,9963855,93.641
Mapped_reads_type1,9963808,93.641
Mapped_reads_type2,9963639,93.639
Unambiguous_type1,9963855,100.0
Unambiguous_type2,9963855,100.0
Common_unambiguous,9963855,100.0
Inconsistent_type1,216,0.002
Inconsistent_type2,47,0.0
Identical,9470489,95.048
Consistent_global_inconsistent_local,77729,0.78
Inconsistent_global,382060,3.834
Multi_mapped,33314,0.334
