FEATURE,READS,PERCENTAGE
Total_reads,9999118,100.0
Mapped_reads,9963851,99.647
Unambigous_type1,9963851,100.0
Unambigous_type2,9963851,100.0
Common_unambiguous,9963851,100.0
Inconsistent_type1,216,0.002
Inconsistent_type2,47,0.0
Identical,9470492,95.049
Consistent_global_inconsistent_local,77728,0.78
Inconsistent_global,382053,3.834
Multi_mapped,33315,0.334
