FEATURE,READS,PERCENTAGE
Total_reads,9999117,100.0
Mapped_reads,9963850,99.647
Unambigous_type1,9963850,100.0
Unambigous_type2,9963850,100.0
Common_unambiguous,9963850,100.0
Inconsistent_type1,216,0.002
Inconsistent_type2,47,0.0
Identical,9470487,95.048
Consistent_global_inconsistent_local,77730,0.78
Inconsistent_global,382056,3.834
Multi_mapped,33314,0.334
